date,store_id,product_id,sales_amount,units_sold
2022-06-04,STORE-4365,PROD-26338,209.25,44
2022-08-30,STORE-3232,PROD-21866,514.77,4
2022-07-15,STORE-2240,PROD-86840,801.42,19
2022-10-23,STORE-3524,PROD-62306,725.56,15
2023-01-07,STORE-8759,PROD-65636,261.18,48
2022-07-31,STORE-5872,PROD-30007,82.07,11
2022-10-24,STORE-5743,PROD-48441,213.13,1
2022-09-23,STORE-3293,PROD-81285,556.13,48
2022-06-27,STORE-5504,PROD-21255,659.94,17
2022-07-28,STORE-3833,PROD-42812,891.69,15
2022-11-18,STORE-9623,PROD-27706,893.61,50
2022-03-25,STORE-6126,PROD-80471,889.76,47
2022-09-21,STORE-2928,PROD-31112,218.34,45
2022-12-30,STORE-5633,PROD-35214,744.23,2
2022-01-04,STORE-5152,PROD-24663,945.34,3
2022-03-27,STORE-2993,PROD-19231,937.18,2
2022-03-24,STORE-8697,PROD-14502,413.87,15
2022-08-02,STORE-9585,PROD-84354,900.32,39
2022-05-16,STORE-6444,PROD-96392,45.44,3
2022-12-03,STORE-3549,PROD-17692,145.48,25
2022-03-25,STORE-1999,PROD-59550,853.95,2
2023-03-20,STORE-8719,PROD-27198,470.51,47
2022-02-28,STORE-7587,PROD-44982,338.47,10
2022-04-29,STORE-8855,PROD-96877,973.94,39
2022-08-29,STORE-8088,PROD-27704,71.78,41
2022-09-02,STORE-2835,PROD-33016,138.16,20
2023-02-22,STORE-7452,PROD-42571,269.48,41
2022-05-24,STORE-2535,PROD-38564,564.46,28
2022-06-11,STORE-1063,PROD-32192,332.33,27
2022-08-30,STORE-6261,PROD-54884,387.92,42
2022-06-18,STORE-9560,PROD-46249,59.28,18
2022-02-18,STORE-7187,PROD-91696,979.79,25
2022-10-26,STORE-4044,PROD-47233,604.52,7
2022-02-04,STORE-1678,PROD-56290,702.95,33
2023-01-18,STORE-1058,PROD-83388,362.59,46
2023-04-14,STORE-9963,PROD-54836,772.35,43
2022-03-19,STORE-2162,PROD-39692,657.55,45
2022-12-12,STORE-9331,PROD-25564,379.54,29
2022-08-07,STORE-7684,PROD-88715,322.16,32
2023-01-11,STORE-4133,PROD-80258,348.86,42
2023-04-12,STORE-6467,PROD-50641,62.28,20
2022-07-18,STORE-7429,PROD-61375,711.1,36
2022-03-01,STORE-7050,PROD-78698,12.78,21
2022-06-11,STORE-2956,PROD-59570,606.82,4
2022-01-31,STORE-1821,PROD-26387,820.02,27
2023-04-02,STORE-3951,PROD-70886,615.49,2
2023-01-05,STORE-8844,PROD-11614,884.51,39
2022-10-26,STORE-7809,PROD-85828,910.67,27
2022-09-14,STORE-8759,PROD-83596,542.62,36
2023-03-31,STORE-8696,PROD-58225,946.89,10
2022-10-21,STORE-1694,PROD-55615,758.07,11
2022-09-20,STORE-4954,PROD-28835,930.69,22
2022-01-09,STORE-2465,PROD-28857,37.83,11
2022-01-18,STORE-8906,PROD-24034,486.26,19
2022-09-11,STORE-4325,PROD-74051,524.12,11
2022-11-21,STORE-2019,PROD-51246,487.99,23
2022-11-12,STORE-7988,PROD-84154,901.74,43
2022-10-31,STORE-6888,PROD-56660,716.19,2
2022-09-01,STORE-1727,PROD-93065,430.64,38
2022-05-04,STORE-8245,PROD-65806,606.26,26
2022-07-06,STORE-9921,PROD-69954,225.31,6
2022-11-12,STORE-9978,PROD-90090,743.64,45
2022-08-04,STORE-4952,PROD-84848,594.37,15
2022-05-26,STORE-9007,PROD-24069,501.35,49
2023-01-05,STORE-4509,PROD-68529,810.49,45
2022-11-06,STORE-7971,PROD-17502,925.13,26
2022-05-29,STORE-9402,PROD-34961,528.22,16
2022-05-09,STORE-4515,PROD-79815,986.59,9
2022-02-12,STORE-2624,PROD-62813,36.46,33
2022-09-04,STORE-1227,PROD-94074,293.84,21
2022-09-28,STORE-5021,PROD-92608,129.25,5
2022-08-24,STORE-2821,PROD-59611,247.54,17
2022-01-17,STORE-7181,PROD-24646,211.65,36
2022-01-06,STORE-8062,PROD-49298,614.23,48
2022-02-09,STORE-6011,PROD-19850,926.79,1
2022-02-11,STORE-5522,PROD-75177,198.28,46
2022-04-26,STORE-4193,PROD-55415,164.85,46
2022-04-25,STORE-1898,PROD-45286,981.92,45
2022-12-11,STORE-1028,PROD-68715,553.74,1
2023-02-03,STORE-3096,PROD-26818,931.25,25
2022-09-02,STORE-6824,PROD-22349,156.45,41
2022-02-05,STORE-3649,PROD-57010,80.13,26
2022-08-03,STORE-2501,PROD-58257,327.06,11
2022-01-04,STORE-9411,PROD-21537,712.71,40
2022-08-13,STORE-9056,PROD-74431,898.38,19
2022-07-24,STORE-3232,PROD-41259,926.69,12
2022-02-06,STORE-5738,PROD-40568,453.29,22
2022-11-24,STORE-2146,PROD-93405,799.82,48
2022-01-10,STORE-7758,PROD-18775,579.25,29
2022-06-04,STORE-9626,PROD-92972,486.29,43
2022-10-25,STORE-4588,PROD-34047,581.01,15
2022-01-04,STORE-9417,PROD-12123,598.04,40
2023-03-10,STORE-2866,PROD-94140,665.93,26
2022-06-10,STORE-6788,PROD-37005,315.23,28
2022-02-19,STORE-5698,PROD-99088,586.76,24
2022-09-05,STORE-9769,PROD-91040,305.03,42
2022-06-15,STORE-4649,PROD-13933,949.64,43
2022-04-09,STORE-7794,PROD-34340,837.6,47
2022-03-23,STORE-6438,PROD-58559,345.65,9
2022-05-12,STORE-8181,PROD-73223,223.54,19
2023-01-22,STORE-6232,PROD-17691,554.71,21
2022-10-10,STORE-8573,PROD-49820,181.15,37
2022-04-13,STORE-5534,PROD-44174,773.61,36
2023-02-19,STORE-4244,PROD-72681,418.93,4
2023-01-13,STORE-9009,PROD-65260,82.5,1
2023-04-16,STORE-3294,PROD-58963,630.97,9
2022-02-27,STORE-9967,PROD-30809,167.69,11
2023-04-07,STORE-3162,PROD-57004,546.24,10
2022-10-21,STORE-6727,PROD-46965,421.51,38
2022-07-24,STORE-3337,PROD-88488,665.91,17
2022-03-21,STORE-2933,PROD-68389,640.91,18
2022-07-25,STORE-7754,PROD-17888,414.29,12
2022-08-13,STORE-8636,PROD-80717,791.03,27
2022-01-23,STORE-9880,PROD-50759,90.03,36
2023-03-05,STORE-3886,PROD-54202,210.54,46
2022-12-23,STORE-8001,PROD-29242,645.72,41
2022-03-27,STORE-5319,PROD-99858,166.33,21
2022-01-24,STORE-6466,PROD-82400,742.37,12
2022-04-05,STORE-6675,PROD-37561,858.93,24
2022-12-30,STORE-2261,PROD-99011,117.84,28
2022-03-04,STORE-4533,PROD-69614,137.72,48
2023-01-20,STORE-2188,PROD-29572,376.08,14
2022-11-09,STORE-5647,PROD-11252,98.51,4
2022-06-23,STORE-1772,PROD-88450,743.77,42
2022-06-23,STORE-3921,PROD-86420,618.59,48
2022-08-16,STORE-7335,PROD-31948,908.36,15
2022-02-22,STORE-9601,PROD-46206,75.91,12
2023-03-04,STORE-4951,PROD-51961,528.3,30
2022-09-08,STORE-8809,PROD-15752,118.94,30
2022-01-28,STORE-2544,PROD-46058,772.49,39
2022-06-27,STORE-6343,PROD-72041,599.25,46
2022-02-13,STORE-1166,PROD-52511,994.91,18
2022-03-05,STORE-5833,PROD-55324,885.23,34
2022-02-12,STORE-6395,PROD-77736,35.55,12
2022-09-04,STORE-1811,PROD-81738,795.31,44
2022-03-12,STORE-7561,PROD-20664,469.81,16
2023-03-30,STORE-6069,PROD-95269,767.92,39
2023-04-01,STORE-4775,PROD-53216,954.08,34
2022-05-25,STORE-2704,PROD-57476,773.39,28
2023-03-15,STORE-5140,PROD-49135,312.47,49
2022-04-14,STORE-8768,PROD-77639,599.44,49
2022-03-28,STORE-3177,PROD-16584,532.7,12
2023-03-30,STORE-5168,PROD-66437,873.74,22
2022-06-10,STORE-4592,PROD-64982,786.13,29
2022-03-09,STORE-8815,PROD-95942,385.06,27
2022-06-02,STORE-8958,PROD-20553,935.64,49
2023-01-22,STORE-3406,PROD-10930,847.07,46
2023-03-08,STORE-4686,PROD-93125,780.47,8
2022-07-31,STORE-4147,PROD-75632,994.82,49
2023-01-19,STORE-7683,PROD-97131,282.43,40
2022-08-25,STORE-3351,PROD-33216,450.89,15
2023-03-10,STORE-6034,PROD-68879,600.82,27
2022-02-10,STORE-1710,PROD-62533,503.81,36
2022-04-01,STORE-4174,PROD-97583,568.92,24
2023-02-14,STORE-8968,PROD-42196,734.87,5
2022-11-01,STORE-1119,PROD-13140,635.76,31
2022-08-26,STORE-1131,PROD-79453,867.1,47
2023-04-17,STORE-6100,PROD-66092,166.53,43
2022-09-14,STORE-9178,PROD-68657,195.87,32
2022-11-24,STORE-9803,PROD-75344,260.87,26
2023-02-02,STORE-7879,PROD-17085,852.0,43
2022-09-07,STORE-3699,PROD-59705,945.58,35
2022-11-28,STORE-7217,PROD-10030,903.48,3
2022-05-17,STORE-3405,PROD-71048,977.29,46
2023-02-12,STORE-5655,PROD-45154,818.17,3
2022-01-11,STORE-2890,PROD-70547,752.16,26
2022-09-07,STORE-7705,PROD-35526,885.01,7
2023-04-28,STORE-5137,PROD-50652,169.14,13
2022-03-10,STORE-3280,PROD-49332,670.45,31
2023-01-09,STORE-8161,PROD-42243,123.91,40
2023-01-19,STORE-4509,PROD-63900,48.68,34
2023-02-04,STORE-8444,PROD-46927,651.82,23
2022-09-25,STORE-8474,PROD-75164,445.27,22
2022-09-20,STORE-7141,PROD-22533,636.75,31
2022-05-24,STORE-5981,PROD-60026,501.76,49
2023-01-04,STORE-8962,PROD-13774,625.47,1
2023-03-13,STORE-3971,PROD-25396,608.33,10
2022-07-04,STORE-7713,PROD-23696,823.48,43
2022-01-29,STORE-3644,PROD-42607,168.71,11
2022-09-22,STORE-9799,PROD-90980,451.7,9
2023-03-02,STORE-5150,PROD-64247,201.78,26
2023-03-10,STORE-5799,PROD-56440,940.62,23
2023-04-03,STORE-8385,PROD-29380,151.46,40
2022-03-22,STORE-4852,PROD-15693,440.85,9
2023-03-24,STORE-6722,PROD-56567,189.32,7
2022-05-10,STORE-3458,PROD-55804,120.74,35
2022-10-13,STORE-5751,PROD-42329,82.39,30
2022-10-22,STORE-6568,PROD-97293,733.83,30
2022-07-21,STORE-8653,PROD-63227,759.82,48
2022-05-27,STORE-9163,PROD-92346,485.67,38
2022-12-05,STORE-3252,PROD-57564,748.22,32
2022-09-24,STORE-8591,PROD-10611,500.44,18
2022-10-26,STORE-1160,PROD-20122,639.31,8
2022-04-26,STORE-2230,PROD-83428,423.27,49
2022-04-25,STORE-1418,PROD-34223,739.04,44
2022-04-02,STORE-4175,PROD-40503,384.18,45
2022-04-04,STORE-9800,PROD-56812,100.32,38
2022-03-26,STORE-2828,PROD-85285,224.47,9
2022-05-15,STORE-7154,PROD-50435,818.29,47
2022-03-08,STORE-8853,PROD-39888,880.4,33
2022-11-18,STORE-4101,PROD-24810,804.88,2
2022-04-12,STORE-5393,PROD-95920,731.83,35
2022-02-22,STORE-2690,PROD-45266,118.74,37
2022-03-12,STORE-8760,PROD-36356,716.51,24
2022-04-17,STORE-6105,PROD-20310,589.9,49
2023-04-14,STORE-6437,PROD-69409,727.18,47
2022-11-21,STORE-1704,PROD-18193,516.52,25
2022-07-16,STORE-2245,PROD-72231,600.06,14
2023-04-12,STORE-7084,PROD-15894,36.19,36
2022-11-14,STORE-8981,PROD-80769,661.83,42
2022-11-16,STORE-6848,PROD-28649,957.83,13
2022-04-04,STORE-4627,PROD-77563,252.96,10
2023-02-28,STORE-6912,PROD-85281,549.97,43
2022-08-09,STORE-1761,PROD-34794,782.58,49
2022-04-16,STORE-5063,PROD-63956,239.58,18
2022-07-02,STORE-3204,PROD-97061,245.24,26
2023-01-02,STORE-8541,PROD-94165,556.97,28
2022-03-13,STORE-3448,PROD-34117,60.74,48
2022-12-29,STORE-2313,PROD-39076,567.18,39
2022-06-05,STORE-9888,PROD-91901,85.0,3
2022-01-29,STORE-3582,PROD-43913,82.53,37
2022-02-17,STORE-5082,PROD-63110,570.29,47
2023-02-09,STORE-8662,PROD-41107,270.76,14
2022-02-05,STORE-5073,PROD-40392,309.65,15
2022-08-08,STORE-6559,PROD-96898,246.34,5
2023-04-14,STORE-1276,PROD-60745,741.4,23
2023-03-11,STORE-8073,PROD-64651,103.97,27
2022-12-20,STORE-3856,PROD-72274,491.61,47
2023-02-16,STORE-5344,PROD-89929,919.82,17
2022-06-12,STORE-5918,PROD-95079,464.04,44
2022-05-23,STORE-5036,PROD-33589,315.0,29
2022-10-09,STORE-3357,PROD-86624,983.43,50
2022-12-19,STORE-9816,PROD-81717,617.67,43
2022-01-05,STORE-2834,PROD-58518,53.01,49
2022-02-02,STORE-8226,PROD-29138,79.21,6
2022-04-24,STORE-1768,PROD-17328,985.0,13
2022-04-16,STORE-4647,PROD-45031,528.3,36
2023-01-09,STORE-4045,PROD-62173,212.41,3
2022-02-07,STORE-6702,PROD-58587,854.53,41
2022-05-31,STORE-2057,PROD-81627,614.88,10
2022-11-17,STORE-3361,PROD-57699,287.2,41
2023-02-27,STORE-4856,PROD-18929,126.18,1
2023-04-22,STORE-6033,PROD-67180,783.86,24
2022-10-08,STORE-8352,PROD-26706,651.48,49
2022-08-26,STORE-3979,PROD-91260,947.68,36
2022-07-18,STORE-3371,PROD-52470,389.67,32
2023-02-24,STORE-9714,PROD-68857,701.19,8
2023-01-12,STORE-3725,PROD-23056,178.96,2
2022-07-14,STORE-1639,PROD-66746,418.16,20
2022-08-12,STORE-7481,PROD-32429,59.85,15
2022-10-18,STORE-7831,PROD-64029,162.31,16
2022-02-05,STORE-2311,PROD-59453,857.56,34
2022-12-12,STORE-6993,PROD-73573,685.01,13
2022-10-08,STORE-7664,PROD-26147,992.24,16
2022-04-20,STORE-6837,PROD-53528,748.89,21
2022-01-30,STORE-9584,PROD-18598,76.8,23
2023-03-03,STORE-7187,PROD-84457,868.56,11
2023-02-07,STORE-8485,PROD-74428,274.94,8
2023-03-23,STORE-5548,PROD-70535,165.17,49
2022-04-23,STORE-6183,PROD-23196,281.26,31
2022-02-21,STORE-4846,PROD-80770,235.28,32
2023-04-14,STORE-3451,PROD-28348,124.79,15
2022-10-29,STORE-6106,PROD-92838,678.42,21
2022-06-18,STORE-6749,PROD-97973,489.95,20
2022-08-10,STORE-5289,PROD-19308,379.1,8
2023-02-20,STORE-9675,PROD-38734,948.13,35
2023-01-10,STORE-8213,PROD-74132,680.53,45
2022-09-29,STORE-4927,PROD-65907,401.26,15
2022-07-01,STORE-6251,PROD-30816,737.4,41
2023-01-17,STORE-6129,PROD-23489,248.0,6
2022-09-06,STORE-6984,PROD-29295,871.54,4
2022-05-08,STORE-7534,PROD-34452,473.66,19
2022-06-08,STORE-1277,PROD-30918,92.57,23
2022-04-29,STORE-1766,PROD-77374,995.65,7
2022-10-31,STORE-7401,PROD-11956,701.26,20
2022-08-12,STORE-7406,PROD-82441,329.54,47
2022-05-07,STORE-2184,PROD-17345,705.48,12
2022-09-10,STORE-9383,PROD-42790,262.55,1
2022-03-01,STORE-7646,PROD-92260,177.16,34
2023-01-12,STORE-9444,PROD-44379,112.27,34
2022-12-19,STORE-9093,PROD-50099,799.97,37
2022-03-08,STORE-8657,PROD-87349,758.72,7
2022-02-21,STORE-3238,PROD-77445,540.75,49
2022-09-18,STORE-4226,PROD-52678,657.19,27
2022-09-21,STORE-7103,PROD-65791,66.39,2
2022-04-26,STORE-6265,PROD-36716,244.92,2
2022-08-09,STORE-7754,PROD-58901,98.77,27
2023-04-15,STORE-6834,PROD-41042,231.67,29
2022-02-01,STORE-6428,PROD-12842,276.47,29
2022-10-14,STORE-8127,PROD-92224,396.42,3
2022-07-26,STORE-6972,PROD-98213,119.41,27
2023-02-02,STORE-5398,PROD-40167,627.74,40
2022-08-19,STORE-9310,PROD-87649,147.77,32
2022-02-26,STORE-7162,PROD-90907,294.97,49
2022-05-16,STORE-7010,PROD-24693,678.79,30
2023-02-07,STORE-4030,PROD-19062,133.98,14
2022-10-26,STORE-3576,PROD-17059,817.64,13
2023-02-24,STORE-5363,PROD-31298,832.79,38
2022-08-14,STORE-9226,PROD-98564,326.78,3
2022-02-01,STORE-7641,PROD-73219,593.46,18
2022-09-26,STORE-7757,PROD-67671,901.72,3
2022-08-05,STORE-9189,PROD-26372,831.89,43
2023-02-22,STORE-3333,PROD-51184,175.83,6
2023-03-09,STORE-5840,PROD-84501,59.87,42
2023-01-14,STORE-5831,PROD-46081,845.25,10
2022-07-12,STORE-6456,PROD-65568,390.83,11
2022-04-22,STORE-7657,PROD-17521,421.94,38
2023-01-06,STORE-3765,PROD-48045,861.25,20
2022-08-24,STORE-3299,PROD-53204,650.99,14
2023-01-21,STORE-8482,PROD-43649,198.26,4
2022-01-06,STORE-3763,PROD-69889,148.61,50
2022-12-14,STORE-2839,PROD-67942,374.83,48
2022-08-11,STORE-1565,PROD-79416,845.07,44
2022-05-03,STORE-8879,PROD-90647,830.13,17
2022-12-13,STORE-9706,PROD-93132,785.96,14
2022-10-31,STORE-8340,PROD-61553,259.33,42
2023-03-09,STORE-1399,PROD-70724,743.93,39
2022-01-01,STORE-4035,PROD-85087,504.96,38
2022-05-25,STORE-8074,PROD-86356,358.51,6
2023-03-29,STORE-4458,PROD-56878,927.38,42
2023-03-15,STORE-2788,PROD-71764,623.1,30
2022-12-28,STORE-3343,PROD-19376,408.96,24
2022-12-27,STORE-7451,PROD-14338,368.46,17
2023-01-20,STORE-1066,PROD-87744,576.31,18
2022-04-03,STORE-2403,PROD-82082,501.61,49
2022-11-12,STORE-9217,PROD-85177,378.29,11
2022-01-15,STORE-1617,PROD-83045,819.39,28
2022-03-27,STORE-9963,PROD-46329,701.33,10
2022-11-22,STORE-8804,PROD-18635,323.2,32
2023-02-01,STORE-4846,PROD-71611,199.96,13
2022-07-04,STORE-2948,PROD-92018,181.9,8
2022-01-03,STORE-1005,PROD-36882,10.18,7
2022-10-29,STORE-3933,PROD-81977,915.47,24
2022-06-04,STORE-6563,PROD-68835,324.62,38
2022-09-25,STORE-7130,PROD-43713,300.81,50
2022-01-11,STORE-3990,PROD-63500,728.64,48
2022-01-02,STORE-6315,PROD-54501,367.23,50
2022-08-04,STORE-9695,PROD-73898,436.19,27
2022-07-01,STORE-6586,PROD-37544,376.3,11
2022-10-13,STORE-5493,PROD-32095,688.11,2
2023-03-12,STORE-1524,PROD-55516,119.58,44
2022-01-27,STORE-1262,PROD-23438,539.81,16
2022-11-22,STORE-7556,PROD-23502,735.87,41
2023-01-31,STORE-9081,PROD-24614,978.42,49
2022-08-02,STORE-8116,PROD-51766,863.94,24
2023-02-10,STORE-1291,PROD-77590,433.14,12
2022-12-27,STORE-8004,PROD-32631,822.16,28
2022-10-07,STORE-1147,PROD-93946,962.66,1
2022-10-23,STORE-8893,PROD-96970,257.49,4
2022-12-18,STORE-1204,PROD-46713,876.73,40
2022-09-16,STORE-3372,PROD-85249,192.37,26
2022-11-22,STORE-4907,PROD-60610,352.68,34
2022-05-18,STORE-3513,PROD-65242,268.36,21
2022-06-21,STORE-7871,PROD-69046,150.82,30
2022-09-27,STORE-5356,PROD-77998,709.77,11
2022-11-10,STORE-6650,PROD-44958,869.28,5
2023-03-04,STORE-1061,PROD-75917,826.22,34
2023-01-14,STORE-9578,PROD-20620,174.67,2
2022-08-28,STORE-5257,PROD-42837,714.15,49
2022-08-01,STORE-3315,PROD-49391,590.42,19
2023-04-01,STORE-3728,PROD-85531,216.72,45
2022-02-13,STORE-7612,PROD-11256,762.98,1
2022-06-01,STORE-3568,PROD-43812,473.97,22
2023-03-15,STORE-5816,PROD-55965,368.76,8
2022-05-11,STORE-1438,PROD-37348,649.49,46
2022-08-24,STORE-7175,PROD-67528,23.28,20
2022-09-20,STORE-4519,PROD-60673,610.49,17
2023-02-13,STORE-4914,PROD-27518,38.62,18
2022-01-05,STORE-4701,PROD-30107,797.44,16
2022-07-16,STORE-5714,PROD-54386,345.51,50
2022-03-06,STORE-5112,PROD-54009,547.63,18
2022-04-13,STORE-2879,PROD-94588,759.28,27
2022-07-13,STORE-5321,PROD-31326,162.77,33
2023-02-01,STORE-2246,PROD-18198,85.75,28
2023-04-03,STORE-5457,PROD-65614,19.1,16
2022-04-29,STORE-7947,PROD-94160,485.04,36
2022-07-26,STORE-8747,PROD-48135,810.48,42
2023-04-03,STORE-5947,PROD-93094,942.34,2
2022-08-15,STORE-1036,PROD-57020,84.29,19
2022-03-30,STORE-1697,PROD-31028,644.19,47
2022-07-26,STORE-1754,PROD-78811,747.08,19
2023-03-28,STORE-4843,PROD-10396,548.2,18
2023-01-17,STORE-6852,PROD-26411,925.78,1
2022-08-25,STORE-5198,PROD-75285,194.23,41
2022-10-07,STORE-9202,PROD-62410,256.35,26
2023-02-27,STORE-1765,PROD-13821,883.38,12
2022-06-30,STORE-7842,PROD-35838,166.91,16
2023-02-08,STORE-2391,PROD-80000,651.9,44
2022-03-30,STORE-5894,PROD-77820,749.58,5
2022-04-17,STORE-8889,PROD-34214,272.02,3
2023-01-12,STORE-2976,PROD-33670,223.45,44
2022-09-05,STORE-7204,PROD-93478,323.01,9
2022-10-30,STORE-1866,PROD-46279,934.79,4
2023-02-16,STORE-8557,PROD-36635,654.35,9
2023-02-03,STORE-4823,PROD-94257,974.26,7
2022-09-09,STORE-8341,PROD-54405,745.79,18
2023-01-14,STORE-5034,PROD-48436,668.51,38
2022-08-06,STORE-3752,PROD-19134,510.18,30
2022-08-31,STORE-1842,PROD-89669,259.34,2
2022-08-19,STORE-6611,PROD-83594,966.21,29
2023-02-19,STORE-3224,PROD-86859,174.3,44
2022-03-19,STORE-3598,PROD-70680,107.23,29
2022-04-09,STORE-8089,PROD-92838,700.2,29
2022-10-19,STORE-7030,PROD-65199,45.94,9
2022-07-13,STORE-7655,PROD-71718,24.63,30
2022-06-08,STORE-7493,PROD-20399,812.02,32
2022-01-13,STORE-8244,PROD-16472,423.38,6
2022-07-26,STORE-1693,PROD-85663,278.92,42
2023-02-26,STORE-8260,PROD-88295,656.19,3
2022-02-09,STORE-3760,PROD-81841,775.28,20
2022-07-09,STORE-1210,PROD-24682,514.58,27
2022-06-01,STORE-4700,PROD-55160,61.29,12
2022-05-30,STORE-9127,PROD-70571,690.99,45
2023-03-25,STORE-3802,PROD-37476,904.24,24
2022-11-29,STORE-9111,PROD-54493,477.96,24
2022-11-13,STORE-4796,PROD-30354,896.74,7
2023-01-27,STORE-5952,PROD-55454,793.06,34
2022-01-04,STORE-2997,PROD-65096,872.95,34
2022-11-16,STORE-1674,PROD-14954,546.43,14
2022-02-04,STORE-5281,PROD-46366,618.33,5
2022-09-04,STORE-6125,PROD-23681,87.53,9
2023-02-09,STORE-2362,PROD-62877,920.57,38
2022-09-09,STORE-2705,PROD-87033,42.81,14
2022-02-01,STORE-1539,PROD-15620,402.21,1
2022-12-07,STORE-9416,PROD-18878,823.45,37
2022-08-08,STORE-4216,PROD-65585,784.02,31
2022-10-04,STORE-2235,PROD-43367,979.99,16
2023-02-15,STORE-2276,PROD-30638,639.47,17
2022-08-16,STORE-7998,PROD-29729,252.89,18
2023-01-03,STORE-2824,PROD-38975,663.14,50
2022-07-19,STORE-4606,PROD-14563,467.6,30
2022-08-16,STORE-9068,PROD-76239,387.41,37
2022-04-12,STORE-9178,PROD-70892,291.74,30
2022-01-17,STORE-9702,PROD-75711,13.11,29
2022-07-04,STORE-6591,PROD-98010,459.61,35
2022-02-27,STORE-1021,PROD-62475,999.22,8
2023-01-20,STORE-1843,PROD-92056,297.23,21
2023-02-01,STORE-6476,PROD-56108,854.71,36
2022-09-02,STORE-2197,PROD-86408,196.09,10
2022-07-14,STORE-5292,PROD-92931,17.48,22
2022-09-23,STORE-3877,PROD-28103,364.02,16
2022-05-21,STORE-3425,PROD-37112,892.43,2
2023-03-23,STORE-4466,PROD-37371,281.93,46
2022-02-11,STORE-6261,PROD-99264,322.73,20
2023-03-06,STORE-5366,PROD-85732,626.24,13
2022-06-27,STORE-6288,PROD-13069,718.2,44
2022-05-07,STORE-9991,PROD-23845,422.39,43
2022-10-08,STORE-4107,PROD-85520,709.19,49
2022-08-28,STORE-9227,PROD-72451,11.8,40
2023-02-10,STORE-6891,PROD-83142,679.11,34
2022-08-19,STORE-6925,PROD-16622,203.49,13
2022-07-10,STORE-9907,PROD-13192,433.7,4
2022-11-24,STORE-3213,PROD-71476,883.51,32
2023-02-07,STORE-7966,PROD-86188,608.46,16
2022-05-18,STORE-5526,PROD-83256,43.32,46
2023-02-21,STORE-9944,PROD-61317,382.78,29
2023-02-15,STORE-1539,PROD-25869,693.68,29
2023-01-23,STORE-7601,PROD-70764,645.33,43
2022-02-22,STORE-9382,PROD-40746,991.7,38
2022-01-03,STORE-3106,PROD-50203,987.24,20
2022-06-28,STORE-1528,PROD-57985,125.65,33
2023-04-24,STORE-2627,PROD-75495,774.72,12
2022-12-07,STORE-2575,PROD-66097,471.64,47
2022-08-28,STORE-5005,PROD-52511,382.71,15
2022-03-30,STORE-3382,PROD-80208,101.34,42
2022-06-06,STORE-7663,PROD-20768,616.47,24
2022-04-13,STORE-8158,PROD-50583,237.34,22
2023-02-08,STORE-7340,PROD-96758,821.28,47
2022-10-06,STORE-2073,PROD-12303,688.74,1
2023-02-13,STORE-6792,PROD-48214,976.8,35
2022-02-13,STORE-3705,PROD-28115,632.35,29
2022-12-06,STORE-9881,PROD-59608,660.82,43
2022-10-15,STORE-8320,PROD-32791,53.15,45
2022-11-01,STORE-6517,PROD-96383,254.97,29
2022-09-09,STORE-8303,PROD-10871,98.43,8
2022-11-08,STORE-7709,PROD-16087,558.89,17
2022-11-25,STORE-5443,PROD-72969,901.03,1
2022-09-24,STORE-3936,PROD-89750,479.71,21
2023-01-18,STORE-3915,PROD-71435,641.22,33
2022-11-11,STORE-2519,PROD-53089,427.02,39
2023-04-09,STORE-8344,PROD-28121,126.52,1
2023-02-28,STORE-5346,PROD-30299,700.69,29
2023-02-09,STORE-3809,PROD-82030,80.18,14
2022-05-08,STORE-3467,PROD-99396,410.37,12
2022-10-04,STORE-8273,PROD-25645,887.0,26
2022-05-11,STORE-4830,PROD-28297,246.64,43
2023-04-02,STORE-2131,PROD-27848,409.35,20
2022-07-03,STORE-5504,PROD-27635,805.23,23
2022-10-11,STORE-8441,PROD-89999,550.33,48
2023-01-06,STORE-5981,PROD-36386,654.6,33
2022-06-09,STORE-1803,PROD-59263,280.93,41
2022-02-08,STORE-1610,PROD-79517,379.12,18
2022-07-04,STORE-9988,PROD-49173,420.03,45
2022-02-18,STORE-8076,PROD-86314,361.38,36
2022-12-15,STORE-4903,PROD-33884,806.18,25
2022-08-14,STORE-9684,PROD-52337,710.76,34
2022-06-14,STORE-4134,PROD-36473,735.65,1
2022-08-16,STORE-2209,PROD-67235,517.21,38
2022-07-26,STORE-9650,PROD-30069,233.14,33
2022-10-23,STORE-1946,PROD-31081,464.7,2
2023-04-01,STORE-5960,PROD-61870,165.86,32
2022-03-15,STORE-4358,PROD-16224,754.39,1
2022-04-21,STORE-7620,PROD-15081,833.13,32
2023-01-08,STORE-4935,PROD-34511,94.58,6
2022-06-02,STORE-4900,PROD-79776,39.35,17
2023-02-08,STORE-1862,PROD-54935,122.26,47
2022-12-09,STORE-8853,PROD-78128,214.88,24
2022-08-21,STORE-2424,PROD-92349,351.51,48
2022-06-15,STORE-1568,PROD-94195,27.28,12
2022-03-26,STORE-3489,PROD-44760,198.61,41
2023-03-26,STORE-3314,PROD-95821,732.71,33
2022-10-17,STORE-5690,PROD-91322,73.88,46
2022-05-24,STORE-8736,PROD-53682,644.44,43
2022-02-07,STORE-1157,PROD-52015,477.27,33
2022-09-30,STORE-5668,PROD-33227,955.47,40
2022-02-07,STORE-9506,PROD-35942,716.59,3
2022-07-08,STORE-3122,PROD-77796,615.01,30
